	prefix	input_text	target_text
9043	translate english to turkish	Tom did a fantastic job.	Tom fantastik bir iÅŸ yaptÄ±.
9044	translate turkish to english	Ä°stasyona yÃ¼rÃ¼yecek misin?	Will you walk to the station?
9045	translate english to turkish	Will you walk to the station?	Ä°stasyona yÃ¼rÃ¼yecek misin?
9046	translate turkish to english	Tom Ã§ok iyi bir yÃ¼zÃ¼cÃ¼ydÃ¼.	Tom was a very good swimmer.
9047	translate english to turkish	Tom was a very good swimmer.	Tom Ã§ok iyi bir yÃ¼zÃ¼cÃ¼ydÃ¼.
9048	translate turkish to english	Hasta azar azar iyileÅŸti.	The patient got better little by little.
9049	translate english to turkish	The patient got better little by little.	Hasta azar azar iyileÅŸti.
9050	translate turkish to english	O araziye ihtiyacÄ±mÄ±z var.	We need that land.
9051	translate english to turkish	We need that land.	O araziye ihtiyacÄ±mÄ±z var.
9052	translate turkish to english	Yemek piÅŸirmek istemedim.	I didn't want to cook.
9053	translate english to turkish	I didn't want to cook.	Yemek piÅŸirmek istemedim.
9054	translate turkish to english	Ã–ÄŸrencilerinin yanÄ±nda kÃ¶tÃ¼ bir Ã¼nÃ¼ var.	He has a bad reputation with his students.
9055	translate english to turkish	He has a bad reputation with his students.	Ã–ÄŸrencilerinin yanÄ±nda kÃ¶tÃ¼ bir Ã¼nÃ¼ var.
9056	translate turkish to english	Tom gitmeye baÅŸladÄ±.	Tom started to leave.
9057	translate english to turkish	Tom started to leave.	Tom gitmeye baÅŸladÄ±.
9058	translate turkish to english	Tom beni tanÄ±madÄ±.	Tom didn't recognize me.
9059	translate english to turkish	Tom didn't recognize me.	Tom beni tanÄ±madÄ±.
9060	translate turkish to english	Ä°Ã§inde kalmasÄ±n.	Don't let it get to you.
9061	translate english to turkish	Don't let it get to you.	Ä°Ã§inde kalmasÄ±n.
9062	translate turkish to english	YarÄ±n izinli olacak.	He'll be off tomorrow.
9063	translate english to turkish	He'll be off tomorrow.	YarÄ±n izinli olacak.
9064	translate turkish to english	Tom deneyimi eÄŸlenceli buldu.	Tom found the experience amusing.
9065	translate english to turkish	Tom found the experience amusing.	Tom deneyimi eÄŸlenceli buldu.
9066	translate turkish to english	Kendimizi aldatmayalÄ±m.	Let's not fool ourselves.
9067	translate english to turkish	Let's not fool ourselves.	Kendimizi aldatmayalÄ±m.
9068	translate turkish to english	Bu kalemler senin mi?	Are these your pens?
9069	translate english to turkish	Are these your pens?	Bu kalemler senin mi?
9070	translate turkish to english	Tom muhtemelen Ã¶nemsemiyor.	Tom probably doesn't care.
9071	translate english to turkish	Tom probably doesn't care.	Tom muhtemelen Ã¶nemsemiyor.
9072	translate turkish to english	Onu benden uzak tut.	Keep him away from me.
9073	translate english to turkish	Keep him away from me.	Onu benden uzak tut.
9074	translate turkish to english	Taksiyle gidelim, olur mu?	Let's take a cab, shall we?
9075	translate english to turkish	Let's take a cab, shall we?	Taksiyle gidelim, olur mu?
9076	translate turkish to english	Tom ÅŸarkÄ± sÃ¶ylemeyi seviyor.	Tom likes to sing.
9077	translate english to turkish	Tom likes to sing.	Tom ÅŸarkÄ± sÃ¶ylemeyi seviyor.
9078	translate turkish to english	Tom ilacÄ±nÄ± almayÄ± reddediyor.	Tom refuses to take his medication.
9079	translate english to turkish	Tom refuses to take his medication.	Tom ilacÄ±nÄ± almayÄ± reddediyor.
9080	translate turkish to english	Onu bu sabah aradÄ±m.	I called him this morning.
9081	translate english to turkish	I called him this morning.	Onu bu sabah aradÄ±m.
9082	translate turkish to english	Moral'in ne demek olduÄŸunu, futbola borÃ§luyum.	I owe football what morale means.
9083	translate english to turkish	I owe football what morale means.	Moral'in ne demek olduÄŸunu, futbola borÃ§luyum.
9084	translate turkish to english	Tom'un onunla ilgili bir sorunu var mÄ±ydÄ±?	Did Tom have a problem with that?
9085	translate english to turkish	Did Tom have a problem with that?	Tom'un onunla ilgili bir sorunu var mÄ±ydÄ±?
9086	translate turkish to english	Tom onu bana zaten sÃ¶yledi.	Tom has already told me that.
9087	translate english to turkish	Tom has already told me that.	Tom onu bana zaten sÃ¶yledi.
9088	translate turkish to english	Benim Ã¼lkemde insanlar kendilerinden daha zeki olan kiÅŸilere katlanamazlar.	In my country, people can't stand people who are smarter than they are.
9089	translate english to turkish	In my country, people can't stand people who are smarter than they are.	Benim Ã¼lkemde insanlar kendilerinden daha zeki olan kiÅŸilere katlanamazlar.
9090	translate turkish to english	Oyun ne zaman yayÄ±nlanacak?	When's the play coming out?
9091	translate english to turkish	When's the play coming out?	Oyun ne zaman yayÄ±nlanacak?
9092	translate turkish to english	Tom gidip gitmemesi gerektiÄŸine karar veremiyor.	Tom can't decide whether he should go or not.
9093	translate english to turkish	Tom can't decide whether he should go or not.	Tom gidip gitmemesi gerektiÄŸine karar veremiyor.
9094	translate turkish to english	Tom kitap okurken pencerenin yanÄ±na oturdu.	Tom sat next to the window while he was reading.
9095	translate english to turkish	Tom sat next to the window while he was reading.	Tom kitap okurken pencerenin yanÄ±na oturdu.
9096	translate turkish to english	Annemin kÃ¶tÃ¼ ruh hali geÃ§icidir.	My mother's bad mood is temporary.
9097	translate english to turkish	My mother's bad mood is temporary.	Annemin kÃ¶tÃ¼ ruh hali geÃ§icidir.
9098	translate turkish to english	Tom ve Mary'nin birÃ§ok evlenmemiÅŸ arkadaÅŸlarÄ± var.	Tom and Mary have many unmarried friends.
9099	translate english to turkish	Tom and Mary have many unmarried friends.	Tom ve Mary'nin birÃ§ok evlenmemiÅŸ arkadaÅŸlarÄ± var.
9100	translate turkish to english	Tatilde nereye gideceÄŸime karar veremiyorum.	I can't decide where to go on vacation.
9101	translate english to turkish	I can't decide where to go on vacation.	Tatilde nereye gideceÄŸime karar veremiyorum.
9102	translate turkish to english	Sen cep telefonunu masadan aldÄ±n.	You took your cell phone off the table.
9103	translate english to turkish	You took your cell phone off the table.	Sen cep telefonunu masadan aldÄ±n.
9104	translate turkish to english	Ortak Ã§ok arkadaÅŸlarÄ±mÄ±z var.	We have a lot of friends in common.
9105	translate english to turkish	We have a lot of friends in common.	Ortak Ã§ok arkadaÅŸlarÄ±mÄ±z var.
9106	translate turkish to english	Bunu yapmaya Ã§alÄ±ÅŸmanÄ±n eÄŸlenceli olabileceÄŸini dÃ¼ÅŸÃ¼ndÃ¼m.	I thought it might be fun to try to do that.
9107	translate english to turkish	I thought it might be fun to try to do that.	Bunu yapmaya Ã§alÄ±ÅŸmanÄ±n eÄŸlenceli olabileceÄŸini dÃ¼ÅŸÃ¼ndÃ¼m.
9108	translate turkish to english	KeÅŸke Tom'unki kadar Ã§ok enerjim olsa.	I wish I had as much energy as Tom does.
9109	translate english to turkish	I wish I had as much energy as Tom does.	KeÅŸke Tom'unki kadar Ã§ok enerjim olsa.
9110	translate turkish to english	Tom yargÄ±ya itiraz edecek.	Tom will object to the judgment.
9111	translate english to turkish	Tom will object to the judgment.	Tom yargÄ±ya itiraz edecek.
9112	translate turkish to english	Polis hiÃ§bir ÅŸey yapamaz.	The police can't do anything.
9113	translate english to turkish	The police can't do anything.	Polis hiÃ§bir ÅŸey yapamaz.
9114	translate turkish to english	Tom da beni anlamÄ±yor.	Tom doesn't understand me either.
9115	translate english to turkish	Tom doesn't understand me either.	Tom da beni anlamÄ±yor.
9116	translate turkish to english	Tom bunu bir daha yapmayÄ± dÃ¼ÅŸÃ¼nmÃ¼yor.	Tom isn't planning on doing that again.
9117	translate english to turkish	Tom isn't planning on doing that again.	Tom bunu bir daha yapmayÄ± dÃ¼ÅŸÃ¼nmÃ¼yor.
9118	translate turkish to english	Ã–ÄŸrenci kopya Ã§ektiÄŸi iÃ§in cezalandÄ±rÄ±ldÄ±.	The student was punished for cheating.
9119	translate english to turkish	The student was punished for cheating.	Ã–ÄŸrenci kopya Ã§ektiÄŸi iÃ§in cezalandÄ±rÄ±ldÄ±.
9120	translate turkish to english	LÃ¼tfen delirme.	Please don't go crazy.
9121	translate english to turkish	Please don't go crazy.	LÃ¼tfen delirme.
9122	translate turkish to english	O, makyajÄ±nÄ± sildi ve yÃ¼zÃ¼nÃ¼ yÄ±kadÄ±.	She wiped her makeup and washed her face.
9123	translate english to turkish	She wiped her makeup and washed her face.	O, makyajÄ±nÄ± sildi ve yÃ¼zÃ¼nÃ¼ yÄ±kadÄ±.
9124	translate turkish to english	Tom saÃ§Ä±nÄ± nerede kestirdi.	Where did Tom get his hair cut?
9125	translate english to turkish	Where did Tom get his hair cut?	Tom saÃ§Ä±nÄ± nerede kestirdi.
9126	translate turkish to english	Sakin bir muhitte yaÅŸÄ±yorum.	I live in a quiet neighborhood.
9127	translate english to turkish	I live in a quiet neighborhood.	Sakin bir muhitte yaÅŸÄ±yorum.
9128	translate turkish to english	Sami baÅŸka bir kurban buldu.	Sami found another victim.
9129	translate english to turkish	Sami found another victim.	Sami baÅŸka bir kurban buldu.
9130	translate turkish to english	Bu hayat iÃ§in daha fazla enerjim yok.	I don't have any more energy for this life.
9131	translate english to turkish	I don't have any more energy for this life.	Bu hayat iÃ§in daha fazla enerjim yok.
9132	translate turkish to english	BirÃ§ok muhalif Sibirya'ya gÃ¶nderildi.	Many opponents have been sent to Siberia.
9133	translate english to turkish	Many opponents have been sent to Siberia.	BirÃ§ok muhalif Sibirya'ya gÃ¶nderildi.
9134	translate turkish to english	Tom her akÅŸam TV izlemektedir.	Tom watches TV every night.
9135	translate english to turkish	Tom watches TV every night.	Tom her akÅŸam TV izlemektedir.
9136	translate turkish to english	Ä°kiniz aÃ§ mÄ±sÄ±nÄ±z?	Are you two hungry?
9137	translate english to turkish	Are you two hungry?	Ä°kiniz aÃ§ mÄ±sÄ±nÄ±z?
9138	translate turkish to english	Hafta sonu iÃ§in bizi misafir eder misiniz?	Will you put us up for the weekend?
9139	translate english to turkish	Will you put us up for the weekend?	Hafta sonu iÃ§in bizi misafir eder misiniz?
9140	translate turkish to english	Amcam beni kÄ±rsalda gezmeye gÃ¶tÃ¼rdÃ¼.	My uncle took me for a ride in the country.
9141	translate english to turkish	My uncle took me for a ride in the country.	Amcam beni kÄ±rsalda gezmeye gÃ¶tÃ¼rdÃ¼.
9142	translate turkish to english	Ne zaman uyan bir Ã§ift bulabilirse, Tom yeni ayakkabÄ±lar alÄ±r.	Tom buys new shoes whenever he can find a match.
9143	translate english to turkish	Tom buys new shoes whenever he can find a match.	Ne zaman uyan bir Ã§ift bulabilirse, Tom yeni ayakkabÄ±lar alÄ±r.
9144	translate turkish to english	Tom rahatsÄ±z gÃ¶rÃ¼nÃ¼yordu.	Tom seemed uncomfortable.
9145	translate english to turkish	Tom seemed uncomfortable.	Tom rahatsÄ±z gÃ¶rÃ¼nÃ¼yordu.
9146	translate turkish to english	Buraya yakÄ±n yaÅŸÄ±yorum.	I live near here.
9147	translate english to turkish	I live near here.	Buraya yakÄ±n yaÅŸÄ±yorum.
9148	translate turkish to english	Benim kÃ¶peÄŸim onu Ä±sÄ±rdÄ±.	My dog bit him.
9149	translate english to turkish	My dog bit him.	Benim kÃ¶peÄŸim onu Ä±sÄ±rdÄ±.
9150	translate turkish to english	Tom, Mary'ye geri dÃ¶nÃ¼p baktÄ±.	Tom looked back at Mary.
9151	translate english to turkish	Tom looked back at Mary.	Tom, Mary'ye geri dÃ¶nÃ¼p baktÄ±.
9152	translate turkish to english	Tom, Brezilya Portekizcesi konuÅŸabiliyor.	Tom can speak Brazilian Portuguese.
9153	translate english to turkish	Tom can speak Brazilian Portuguese.	Tom, Brezilya Portekizcesi konuÅŸabiliyor.
9154	translate turkish to english	Tom otobÃ¼sle geldi.	Tom came by bus.
9155	translate english to turkish	Tom came by bus.	Tom otobÃ¼sle geldi.
9156	translate turkish to english	YanlÄ±ÅŸ bir ÅŸeyler oluyordu.	Something was wrong.
9157	translate english to turkish	Something was wrong.	YanlÄ±ÅŸ bir ÅŸeyler oluyordu.
9158	translate turkish to english	Bize katÄ±lmak istedin mi?	Did you want to join us?
9159	translate english to turkish	Did you want to join us?	Bize katÄ±lmak istedin mi?
9160	translate turkish to english	O, Ã¶nÃ¼mÃ¼zdeki ay Paris'e gidecek.	He will go to Paris next month.
9161	translate english to turkish	He will go to Paris next month.	O, Ã¶nÃ¼mÃ¼zdeki ay Paris'e gidecek.
9162	translate turkish to english	Tom'un gerÃ§ek adÄ± bilinmiyor.	Tom's real name is unknown.
9163	translate english to turkish	Tom's real name is unknown.	Tom'un gerÃ§ek adÄ± bilinmiyor.
9164	translate turkish to english	O ÅŸekilde birlikte daha fazla zaman geÃ§irebiliriz.	That way we can spend more time together.
9165	translate english to turkish	That way we can spend more time together.	O ÅŸekilde birlikte daha fazla zaman geÃ§irebiliriz.
9166	translate turkish to english	Fiyatlar dÃ¼ÅŸecek.	Prices will go down.
9167	translate english to turkish	Prices will go down.	Fiyatlar dÃ¼ÅŸecek.
9168	translate turkish to english	Biraz sonra, Tom, Mary adÄ±ndaki genÃ§ bir kadÄ±nla tanÄ±ÅŸtÄ±. Onlar aile kurmaya karar verdiler ve evlendiler.	Soon after, Tom met a young woman named Mary. They decided to start a family and got married.
9169	translate english to turkish	Soon after, Tom met a young woman named Mary. They decided to start a family and got married.	Biraz sonra, Tom, Mary adÄ±ndaki genÃ§ bir kadÄ±nla tanÄ±ÅŸtÄ±. Onlar aile kurmaya karar verdiler ve evlendiler.
9170	translate turkish to english	O, sÄ±nÄ±fÄ± dekore etti.	He decorated the class.
9171	translate english to turkish	He decorated the class.	O, sÄ±nÄ±fÄ± dekore etti.
9172	translate turkish to english	Seni davet etseydim beni ziyaret etmeye gelir miydin?	If I'd invited you, would you have come to visit me?
9173	translate english to turkish	If I'd invited you, would you have come to visit me?	Seni davet etseydim beni ziyaret etmeye gelir miydin?
9174	translate turkish to english	Tom ve Mary'nin Boston'da olmalarÄ± gerektiÄŸini dÃ¼ÅŸÃ¼nÃ¼yordum.	I thought Tom and Mary should be in Boston.
9175	translate english to turkish	I thought Tom and Mary should be in Boston.	Tom ve Mary'nin Boston'da olmalarÄ± gerektiÄŸini dÃ¼ÅŸÃ¼nÃ¼yordum.
9176	translate turkish to english	BugÃ¼n yeni bir okul Ã§antasÄ± aldÄ±m.	I bought a new school bag today.
9177	translate english to turkish	I bought a new school bag today.	BugÃ¼n yeni bir okul Ã§antasÄ± aldÄ±m.
9178	translate turkish to english	BaÅŸka Ã§ok ÅŸeye ihtiyacÄ±m yok.	I don't need much else.
9179	translate english to turkish	I don't need much else.	BaÅŸka Ã§ok ÅŸeye ihtiyacÄ±m yok.
9180	translate turkish to english	Tom bunu yapmakla tehdit etti.	Tom threatened to do that.
9181	translate english to turkish	Tom threatened to do that.	Tom bunu yapmakla tehdit etti.
9182	translate turkish to english	Bu sabah ne arÄ±yordun?	What were you looking for this morning?
9183	translate english to turkish	What were you looking for this morning?	Bu sabah ne arÄ±yordun?
9184	translate turkish to english	KÄ±z kardeÅŸini kurtarmak iÃ§in kan verdi.	He gave blood to save his sister.
9185	translate english to turkish	He gave blood to save his sister.	KÄ±z kardeÅŸini kurtarmak iÃ§in kan verdi.
9186	translate turkish to english	Az Ã¶nce burada ne olduÄŸunu anlamÄ±yorum.	I don't understand what just happened here.
9187	translate english to turkish	I don't understand what just happened here.	Az Ã¶nce burada ne olduÄŸunu anlamÄ±yorum.
9188	translate turkish to english	Ondan korkuyor musun?	Are you afraid of him?
9189	translate english to turkish	Are you afraid of him?	Ondan korkuyor musun?
9190	translate turkish to english	Zarfa pul yapÄ±ÅŸtÄ±rdÄ±n mÄ±?	Did you put a stamp on the envelope?
9191	translate english to turkish	Did you put a stamp on the envelope?	Zarfa pul yapÄ±ÅŸtÄ±rdÄ±n mÄ±?
9192	translate turkish to english	Tom'un onu Mary'ye kimin sÃ¶ylediÄŸini bilmesine gerek yok.	Tom doesn't need to know who told Mary that.
9193	translate english to turkish	Tom doesn't need to know who told Mary that.	Tom'un onu Mary'ye kimin sÃ¶ylediÄŸini bilmesine gerek yok.
9194	translate turkish to english	NeÅŸelen!	Cheer up!
